year,country,energy_balance,Sum of all coal products,Sum of all fuel products,Sum of all peat products,Sum of all petroleum products,Sum of all renewable energies
2002,Ireland,Commercial services- Accommodation and Food Services,0,0,0,0,0
2002,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,0,0,0,0
2002,Ireland,Commercial services- Information and Communication,0,0,0,0,0
2002,Ireland,Commercial services- Other Services Sectors,0,0,0,0,0
2002,Ireland,Commercial services- Transportation and Storage,0,0,0,0,0
2002,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,0,0,0,0
2002,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2002,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2002,Ireland,Exchanges and transfers- other (excluding electricity and heat),12,0,0,0,0
2002,Ireland,Exports,10,1605,8,1581,0
2002,Ireland,Final non energy consumption feedstocks,0,579,0,226,0
2002,Ireland,Fisheries,0,32,0,32,0
2002,Ireland,Imports,1808,15357,0,10493,0
2002,Ireland,Indigenous production,0,1546,606,0,261
2002,Ireland,Industry- basic metals and fabricated metal products,0,408,0,361,0
2002,Ireland,Industry- chemicals and man-made fibres,0,269,0,50,0
2002,Ireland,Industry- construction,0,85,0,63,0
2002,Ireland,Industry- electrical and optical equipment,5,181,0,41,0
2002,Ireland,Industry- food and beverages,15,530,0,200,4
2002,Ireland,Industry- machinery and equipment n.e.c,0,83,0,53,0
2002,Ireland,Industry- non energy mining,0,152,0,74,0
2002,Ireland,Industry- other manufacturing,0,38,0,8,0
2002,Ireland,Industry- other non-metallic mineral products,95,299,0,106,0
2002,Ireland,"Industry- pulp, paper, publishing and printing",0,61,0,6,0
2002,Ireland,Industry- rubber and plastic products,0,42,0,6,0
2002,Ireland,Industry- textiles and textile products,7,43,0,21,0
2002,Ireland,Industry- transport equipment manufacture,0,22,0,3,0
2002,Ireland,Industry- wood and wood products,0,146,0,8,109
2002,Ireland,Mar. bunkers,0,146,0,146,0
2002,Ireland,Non-energy consumption,0,579,0,226,0
2002,Ireland,Own use and distribution losses,0,463,14,124,0
2002,Ireland,Primary energy requirement excluding non energy,1747,14685,887,8412,261
2002,Ireland,Primary energy supply including non energy,1747,15263,887,8638,261
2002,Ireland,Public services,0,452,3,137,0
2002,Ireland,Public services- Education,0,0,0,0,0
2002,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,0,0,0,0
2002,Ireland,Public services- Public Administration,0,0,0,0,0
2002,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,0,0,0,0
2002,Ireland,Residential,252,2889,290,1289,17
2002,Ireland,Statistical difference,0,0,21,0,0
2002,Ireland,Stock change,0,111,289,0,0
2002,Ireland,Sum of all commercial and public services,0,1206,3,349,0
2002,Ireland,Sum of all exchanges and transfers,12,0,0,0,0
2002,Ireland,Sum of all industry sub-sectors,122,2357,0,1000,113
2002,Ireland,Sum of all transformation input,1468,8466,679,4170,19
2002,Ireland,Sum of all transformation output,0,5428,121,3252,0
2002,Ireland,Sum of all transport,0,4499,0,4498,0
2002,Ireland,Total final energy consumption,374,11309,293,7440,130
2002,Ireland,Transformation input- briquetting plants,0,125,125,0,0
2002,Ireland,Transformation input- combined heat and power plants,3,126,16,8,0
2002,Ireland,Transformation input- oil refineries and other energy sectors,0,3287,0,3272,0
2002,Ireland,Transformation input- public thermal power plants,1465,4882,538,890,19
2002,Ireland,Transformation input- pumped storage consumption,0,46,0,0,0
2002,Ireland,Transformation output- briquetting plants,0,121,121,0,0
2002,Ireland,Transformation output- combined heat and power plants- electricity,0,54,0,0,0
2002,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2002,Ireland,Transformation output- oil refineries,0,3252,0,3252,0
2002,Ireland,Transformation output- public thermal power plants,0,1971,0,0,0
2002,Ireland,Transformation output- pumped storage consumption,0,30,0,0,0
2002,Ireland,Transport - navigation,0,34,0,34,0
2002,Ireland,Transport- Sum of all aviation transport,0,803,0,803,0
2002,Ireland,Transport- domestic aviation,0,23,0,23,0
2002,Ireland,Transport- fuel tourism,0,693,0,693,0
2002,Ireland,Transport- international aviation,0,780,0,780,0
2002,Ireland,Transport- rail,0,40,0,38,0
2002,Ireland,Transport- road freight,0,918,0,918,0
2002,Ireland,Transport- road light goods vehicle,0,0,0,0,0
2002,Ireland,Transport- road private car,0,1697,0,1697,0
2002,Ireland,Transport- road public passenger services,0,113,0,113,0
2002,Ireland,Transport- sum of all road transport,0,2729,0,2729,0
2002,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,200,0,200,0
2003,Ireland,Agricultural,0,325,0,273,0
2003,Ireland,Available final energy consumption,432,11522,258,7519,127
2003,Ireland,Commercial services,27,821,0,200,0
2003,Ireland,Commercial services- Accommodation and Food Services,0,0,0,0,0
2003,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,0,0,0,0
2003,Ireland,Commercial services- Information and Communication,0,0,0,0,0
2003,Ireland,Commercial services- Other Services Sectors,0,0,0,0,0
2003,Ireland,Commercial services- Transportation and Storage,0,0,0,0,0
2003,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,0,0,0,0
2003,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2003,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2003,Ireland,Exchanges and transfers- other (excluding electricity and heat),14,0,0,0,0
2003,Ireland,Exports,7,1657,12,1638,0
2003,Ireland,Final non energy consumption feedstocks,0,217,0,216,0
2003,Ireland,Fisheries,0,46,0,46,0
2003,Ireland,Imports,1678,15097,0,10178,0
2003,Ireland,Indigenous production,0,1837,1056,0,236
2003,Ireland,Industry- basic metals and fabricated metal products,0,410,0,359,0
2003,Ireland,Industry- chemicals and man-made fibres,0,261,0,42,0
2003,Ireland,Industry- construction,0,90,0,67,0
2003,Ireland,Industry- electrical and optical equipment,5,185,0,45,0
2003,Ireland,Industry- food and beverages,25,537,0,147,44
2003,Ireland,Industry- machinery and equipment n.e.c,0,60,0,31,0
2003,Ireland,Industry- non energy mining,0,136,0,52,0
2003,Ireland,Industry- other manufacturing,0,40,0,11,0
2003,Ireland,Industry- other non-metallic mineral products,134,415,0,179,0
2003,Ireland,"Industry- pulp, paper, publishing and printing",0,60,0,6,0
2003,Ireland,Industry- rubber and plastic products,0,43,0,5,0
2003,Ireland,Industry- textiles and textile products,11,37,0,14,0
2003,Ireland,Industry- transport equipment manufacture,0,21,0,2,0
2003,Ireland,Industry- wood and wood products,0,103,0,8,64
2003,Ireland,Mar. bunkers,0,174,0,174,0
2003,Ireland,Non-energy consumption,0,217,0,216,0
2003,Ireland,Own use and distribution losses,0,471,25,124,0
2003,Ireland,Primary energy requirement excluding non energy,1745,14652,805,8107,236
2003,Ireland,Primary energy supply including non energy,1745,14869,805,8323,236
2003,Ireland,Public services,0,464,1,132,2
2003,Ireland,Public services- Education,0,0,0,0,0
2003,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,0,0,0,0
2003,Ireland,Public services- Public Administration,0,0,0,0,0
2003,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,0,0,0,0
2003,Ireland,Residential,239,3030,270,1366,17
2003,Ireland,Statistical difference,0,0,0,0,0
2003,Ireland,Stock change,74,0,0,0,0
2003,Ireland,Sum of all commercial and public services,27,1285,1,331,3
2003,Ireland,Sum of all exchanges and transfers,14,0,0,0,0
2003,Ireland,Sum of all industry sub-sectors,175,2397,0,968,108
2003,Ireland,Sum of all transformation input,1327,8305,645,3895,19
2003,Ireland,Sum of all transformation output,0,5431,124,3229,0
2003,Ireland,Sum of all transport,0,4548,0,4546,0
2003,Ireland,Total final energy consumption,441,11631,271,7531,127
2003,Ireland,Transformation input- briquetting plants,0,134,134,0,0
2003,Ireland,Transformation input- combined heat and power plants,4,111,9,8,2
2003,Ireland,Transformation input- oil refineries and other energy sectors,0,3304,0,3288,0
2003,Ireland,Transformation input- public thermal power plants,1323,4709,502,599,16
2003,Ireland,Transformation input- pumped storage consumption,0,47,0,0,0
2003,Ireland,Transformation output- briquetting plants,0,124,124,0,0
2003,Ireland,Transformation output- combined heat and power plants- electricity,0,55,0,0,0
2003,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2003,Ireland,Transformation output- oil refineries,0,3229,0,3229,0
2003,Ireland,Transformation output- public thermal power plants,0,1993,0,0,0
2003,Ireland,Transformation output- pumped storage consumption,0,31,0,0,0
2003,Ireland,Transport - navigation,0,39,0,39,0
2003,Ireland,Transport- Sum of all aviation transport,0,785,0,785,0
2003,Ireland,Transport- domestic aviation,0,24,0,24,0
2003,Ireland,Transport- fuel tourism,0,610,0,610,0
2003,Ireland,Transport- international aviation,0,762,0,762,0
2003,Ireland,Transport- rail,0,44,0,42,0
2003,Ireland,Transport- road freight,0,1018,0,1018,0
2003,Ireland,Transport- road light goods vehicle,0,0,0,0,0
2003,Ireland,Transport- road private car,0,1746,0,1746,0
2003,Ireland,Transport- road public passenger services,0,130,0,130,0
2003,Ireland,Transport- sum of all road transport,0,2893,0,2893,0
2003,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,176,0,176,0
2004,Ireland,Agricultural,0,314,0,262,0
2004,Ireland,Available final energy consumption,446,12160,220,8001,149
2004,Ireland,Commercial services,27,817,0,182,0
2004,Ireland,Commercial services- Accommodation and Food Services,0,0,0,0,0
2004,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,0,0,0,0
2004,Ireland,Commercial services- Information and Communication,0,0,0,0,0
2004,Ireland,Commercial services- Other Services Sectors,0,0,0,0,0
2004,Ireland,Commercial services- Transportation and Storage,0,0,0,0,0
2004,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,0,0,0,0
2004,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2004,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2004,Ireland,Exchanges and transfers- other (excluding electricity and heat),12,0,0,0,0
2004,Ireland,Exports,9,1274,10,1256,0
2004,Ireland,Final non energy consumption feedstocks,0,238,0,238,0
2004,Ireland,Fisheries,0,52,0,52,0
2004,Ireland,Imports,1857,15159,0,10202,0
2004,Ireland,Indigenous production,0,1880,906,0,284
2004,Ireland,Industry- basic metals and fabricated metal products,0,431,0,381,0
2004,Ireland,Industry- chemicals and man-made fibres,0,243,0,36,0
2004,Ireland,Industry- construction,0,112,0,84,0
2004,Ireland,Industry- electrical and optical equipment,0,174,0,47,0
2004,Ireland,Industry- food and beverages,24,478,0,92,45
2004,Ireland,Industry- machinery and equipment n.e.c,0,33,0,6,0
2004,Ireland,Industry- non energy mining,0,109,0,24,0
2004,Ireland,Industry- other manufacturing,0,39,0,13,0
2004,Ireland,Industry- other non-metallic mineral products,158,507,0,249,0
2004,Ireland,"Industry- pulp, paper, publishing and printing",1,55,0,5,0
2004,Ireland,Industry- rubber and plastic products,0,41,0,3,0
2004,Ireland,Industry- textiles and textile products,11,27,0,7,0
2004,Ireland,Industry- transport equipment manufacture,0,18,0,2,0
2004,Ireland,Industry- wood and wood products,0,123,0,9,84
2004,Ireland,Mar. bunkers,0,153,0,153,0
2004,Ireland,Non-energy consumption,0,238,0,238,0
2004,Ireland,Own use and distribution losses,0,475,25,123,0
2004,Ireland,Primary energy requirement excluding non energy,1799,15150,583,8696,284
2004,Ireland,Primary energy supply including non energy,1799,15389,583,8934,284
2004,Ireland,Public services,0,454,0,122,2
2004,Ireland,Public services- Education,0,0,0,0,0
2004,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,0,0,0,0
2004,Ireland,Public services- Public Administration,0,0,0,0,0
2004,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,0,0,0,0
2004,Ireland,Residential,231,3139,266,1391,17
2004,Ireland,Statistical difference,0,11,0,55,0
2004,Ireland,Stock change,0,0,0,141,0
2004,Ireland,Sum of all commercial and public services,27,1271,0,304,3
2004,Ireland,Sum of all exchanges and transfers,12,0,0,0,0
2004,Ireland,Sum of all industry sub-sectors,194,2390,0,958,129
2004,Ireland,Sum of all transformation input,1365,7912,430,3778,25
2004,Ireland,Sum of all transformation output,0,5162,91,2982,0
2004,Ireland,Sum of all transport,0,4744,0,4740,0
2004,Ireland,Total final energy consumption,452,11910,267,7707,149
2004,Ireland,Transformation input- briquetting plants,0,93,93,0,0
2004,Ireland,Transformation input- combined heat and power plants,3,117,7,8,5
2004,Ireland,Transformation input- oil refineries and other energy sectors,0,3026,0,3009,0
2004,Ireland,Transformation input- public thermal power plants,1362,4629,330,761,20
2004,Ireland,Transformation input- pumped storage consumption,0,47,0,0,0
2004,Ireland,Transformation output- briquetting plants,0,91,91,0,0
2004,Ireland,Transformation output- combined heat and power plants- electricity,0,57,0,0,0
2004,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2004,Ireland,Transformation output- oil refineries,0,2982,0,2982,0
2004,Ireland,Transformation output- public thermal power plants,0,2001,0,0,0
2004,Ireland,Transformation output- pumped storage consumption,0,30,0,0,0
2004,Ireland,Transport - navigation,0,55,0,55,0
2004,Ireland,Transport- Sum of all aviation transport,0,744,0,744,0
2004,Ireland,Transport- domestic aviation,0,23,0,23,0
2004,Ireland,Transport- fuel tourism,0,574,0,574,0
2004,Ireland,Transport- international aviation,0,722,0,722,0
2004,Ireland,Transport- rail,0,49,0,45,0
2004,Ireland,Transport- road freight,0,1075,0,1075,0
2004,Ireland,Transport- road light goods vehicle,0,0,0,0,0
2004,Ireland,Transport- road private car,0,1817,0,1817,0
2004,Ireland,Transport- road public passenger services,0,130,0,130,0
2004,Ireland,Transport- sum of all road transport,0,3022,0,3022,0
2004,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,300,0,300,0
2005,Ireland,Agricultural,0,336,0,281,0
2005,Ireland,Available final energy consumption,476,12966,274,8583,191
2005,Ireland,Commercial services,27,883,0,189,1
2005,Ireland,Commercial services- Accommodation and Food Services,0,0,0,0,0
2005,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,0,0,0,0
2005,Ireland,Commercial services- Information and Communication,0,0,0,0,0
2005,Ireland,Commercial services- Other Services Sectors,0,0,0,0,0
2005,Ireland,Commercial services- Transportation and Storage,0,0,0,0,0
2005,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,0,0,0,0
2005,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2005,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2005,Ireland,Exchanges and transfers- other (excluding electricity and heat),17,1,0,0,0
2005,Ireland,Exports,9,1554,10,1534,0
2005,Ireland,Final non energy consumption feedstocks,0,461,0,461,0
2005,Ireland,Fisheries,0,47,0,47,0
2005,Ireland,Imports,1906,16318,0,11220,0
2005,Ireland,Indigenous production,0,1702,845,0,370
2005,Ireland,Industry- basic metals and fabricated metal products,0,398,0,351,0
2005,Ireland,Industry- chemicals and man-made fibres,0,270,0,44,0
2005,Ireland,Industry- construction,0,123,0,92,0
2005,Ireland,Industry- electrical and optical equipment,0,205,0,60,0
2005,Ireland,Industry- food and beverages,44,508,0,92,54
2005,Ireland,Industry- machinery and equipment n.e.c,1,33,0,5,0
2005,Ireland,Industry- non energy mining,0,113,0,41,0
2005,Ireland,Industry- other manufacturing,0,28,0,8,0
2005,Ireland,Industry- other non-metallic mineral products,155,540,0,264,0
2005,Ireland,"Industry- pulp, paper, publishing and printing",0,37,0,5,0
2005,Ireland,Industry- rubber and plastic products,2,46,0,4,0
2005,Ireland,Industry- textiles and textile products,9,25,0,7,0
2005,Ireland,Industry- transport equipment manufacture,0,17,0,2,0
2005,Ireland,Industry- wood and wood products,0,142,0,2,109
2005,Ireland,Mar. bunkers,0,107,0,107,0
2005,Ireland,Non-energy consumption,0,461,0,461,0
2005,Ireland,Own use and distribution losses,0,527,16,144,0
2005,Ireland,Primary energy requirement excluding non energy,1882,15857,791,9134,370
2005,Ireland,Primary energy supply including non energy,1882,16318,791,9595,370
2005,Ireland,Public services,0,479,0,126,3
2005,Ireland,Public services- Education,0,0,0,0,0
2005,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,0,0,0,0
2005,Ireland,Public services- Public Administration,0,0,0,0,0
2005,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,0,0,0,0
2005,Ireland,Residential,246,3292,273,1500,20
2005,Ireland,Statistical difference,0,0,0,0,2
2005,Ireland,Stock change,0,0,0,17,0
2005,Ireland,Sum of all commercial and public services,27,1362,0,315,4
2005,Ireland,Sum of all exchanges and transfers,17,1,0,0,0
2005,Ireland,Sum of all industry sub-sectors,212,2485,0,978,163
2005,Ireland,Sum of all transformation input,1422,8335,597,4183,30
2005,Ireland,Sum of all transformation output,0,5509,95,3330,0
2005,Ireland,Sum of all transport,0,5084,0,5076,1
2005,Ireland,Total final energy consumption,484,12606,274,8196,188
2005,Ireland,Transformation input- briquetting plants,0,100,100,0,0
2005,Ireland,Transformation input- combined heat and power plants,6,111,7,8,5
2005,Ireland,Transformation input- oil refineries and other energy sectors,0,3403,0,3389,0
2005,Ireland,Transformation input- public thermal power plants,1417,4675,489,785,25
2005,Ireland,Transformation input- pumped storage consumption,0,46,0,0,0
2005,Ireland,Transformation output- briquetting plants,0,95,95,0,0
2005,Ireland,Transformation output- combined heat and power plants- electricity,0,54,0,0,0
2005,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2005,Ireland,Transformation output- oil refineries,0,3330,0,3330,0
2005,Ireland,Transformation output- public thermal power plants,0,2000,0,0,0
2005,Ireland,Transformation output- pumped storage consumption,0,30,0,0,0
2005,Ireland,Transport - navigation,0,50,0,50,0
2005,Ireland,Transport- Sum of all aviation transport,0,859,0,859,0
2005,Ireland,Transport- domestic aviation,0,27,0,27,0
2005,Ireland,Transport- fuel tourism,0,387,0,387,0
2005,Ireland,Transport- international aviation,0,832,0,832,0
2005,Ireland,Transport- rail,0,45,0,40,0
2005,Ireland,Transport- road freight,0,1112,0,1112,0
2005,Ireland,Transport- road light goods vehicle,0,0,0,0,0
2005,Ireland,Transport- road private car,0,1891,0,1891,0
2005,Ireland,Transport- road public passenger services,0,157,0,157,0
2005,Ireland,Transport- sum of all road transport,0,3161,0,3160,1
2005,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,583,0,581,0
2006,Ireland,Agricultural,0,322,0,269,0
2006,Ireland,Available final energy consumption,426,13103,275,8578,197
2006,Ireland,Commercial services,27,940,0,171,3
2006,Ireland,Commercial services- Accommodation and Food Services,0,0,0,0,0
2006,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,0,0,0,0
2006,Ireland,Commercial services- Information and Communication,0,0,0,0,0
2006,Ireland,Commercial services- Other Services Sectors,0,0,0,0,0
2006,Ireland,Commercial services- Transportation and Storage,0,0,0,0,0
2006,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,0,0,0,0
2006,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2006,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2006,Ireland,Exchanges and transfers- other (excluding electricity and heat),12,0,0,0,0
2006,Ireland,Exports,6,1342,10,1325,0
2006,Ireland,Final non energy consumption feedstocks,0,348,0,348,0
2006,Ireland,Fisheries,0,42,0,42,0
2006,Ireland,Imports,1640,16196,0,10792,2
2006,Ireland,Indigenous production,0,1686,826,0,428
2006,Ireland,Industry- basic metals and fabricated metal products,0,419,0,253,0
2006,Ireland,Industry- chemicals and man-made fibres,0,232,0,39,0
2006,Ireland,Industry- construction,0,128,0,96,0
2006,Ireland,Industry- electrical and optical equipment,0,198,0,42,0
2006,Ireland,Industry- food and beverages,25,474,0,105,58
2006,Ireland,Industry- machinery and equipment n.e.c,0,28,0,4,0
2006,Ireland,Industry- non energy mining,0,109,0,43,0
2006,Ireland,Industry- other manufacturing,0,36,0,7,0
2006,Ireland,Industry- other non-metallic mineral products,152,517,0,245,0
2006,Ireland,"Industry- pulp, paper, publishing and printing",0,30,0,3,0
2006,Ireland,Industry- rubber and plastic products,6,49,0,6,0
2006,Ireland,Industry- textiles and textile products,0,11,0,4,0
2006,Ireland,Industry- transport equipment manufacture,0,18,0,2,0
2006,Ireland,Industry- wood and wood products,0,138,0,2,106
2006,Ireland,Mar. bunkers,0,130,0,130,0
2006,Ireland,Non-energy consumption,0,348,0,348,0
2006,Ireland,Own use and distribution losses,0,540,17,138,0
2006,Ireland,Primary energy requirement excluding non energy,1631,15903,759,8961,430
2006,Ireland,Primary energy supply including non energy,1631,16251,759,9309,430
2006,Ireland,Public services,0,501,0,117,5
2006,Ireland,Public services- Education,0,0,0,0,0
2006,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,0,0,0,0
2006,Ireland,Public services- Public Administration,0,0,0,0,0
2006,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,0,0,0,0
2006,Ireland,Residential,219,3315,284,1463,22
2006,Ireland,Statistical difference,0,0,0,0,0
2006,Ireland,Stock change,0,0,0,0,0
2006,Ireland,Sum of all commercial and public services,27,1441,0,288,8
2006,Ireland,Sum of all exchanges and transfers,12,0,0,0,0
2006,Ireland,Sum of all industry sub-sectors,183,2387,0,850,164
2006,Ireland,Sum of all transformation input,1217,8186,566,3899,32
2006,Ireland,Sum of all transformation output,0,5589,98,3329,0
2006,Ireland,Sum of all transport,0,5438,0,5428,3
2006,Ireland,Total final energy consumption,428,12944,284,8340,197
2006,Ireland,Transformation input- briquetting plants,0,104,104,0,0
2006,Ireland,Transformation input- combined heat and power plants,0,206,9,7,6
2006,Ireland,Transformation input- oil refineries and other energy sectors,0,3225,0,3212,0
2006,Ireland,Transformation input- public thermal power plants,1217,4602,453,679,26
2006,Ireland,Transformation input- pumped storage consumption,0,49,0,0,0
2006,Ireland,Transformation output- briquetting plants,0,98,98,0,0
2006,Ireland,Transformation output- combined heat and power plants- electricity,0,137,0,0,0
2006,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2006,Ireland,Transformation output- oil refineries,0,3329,0,3329,0
2006,Ireland,Transformation output- public thermal power plants,0,1993,0,0,0
2006,Ireland,Transformation output- pumped storage consumption,0,31,0,0,0
2006,Ireland,Transport - navigation,0,81,0,81,0
2006,Ireland,Transport- Sum of all aviation transport,0,990,0,990,0
2006,Ireland,Transport- domestic aviation,0,31,0,31,0
2006,Ireland,Transport- fuel tourism,0,407,0,407,0
2006,Ireland,Transport- international aviation,0,959,0,959,0
2006,Ireland,Transport- rail,0,45,0,40,0
2006,Ireland,Transport- road freight,0,1076,0,1075,0
2006,Ireland,Transport- road light goods vehicle,0,0,0,0,0
2006,Ireland,Transport- road private car,0,2006,0,2004,2
2006,Ireland,Transport- road public passenger services,0,160,0,160,0
2006,Ireland,Transport- sum of all road transport,0,3241,0,3239,2
2006,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,674,0,672,0
2007,Ireland,Agricultural,0,304,0,256,0
2007,Ireland,Available final energy consumption,443,13047,271,8449,218
2007,Ireland,Commercial services,27,966,0,158,9
2007,Ireland,Commercial services- Accommodation and Food Services,0,0,0,0,0
2007,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,0,0,0,0
2007,Ireland,Commercial services- Information and Communication,0,0,0,0,0
2007,Ireland,Commercial services- Other Services Sectors,0,0,0,0,0
2007,Ireland,Commercial services- Transportation and Storage,0,0,0,0,0
2007,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,0,0,0,0
2007,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2007,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2007,Ireland,Exchanges and transfers- other (excluding electricity and heat),15,10,0,0,0
2007,Ireland,Exports,3,1251,8,1233,0
2007,Ireland,Final non energy consumption feedstocks,0,108,0,108,0
2007,Ireland,Fisheries,0,39,0,39,0
2007,Ireland,Imports,1443,15773,0,10260,25
2007,Ireland,Indigenous production,0,1435,643,0,469
2007,Ireland,Industry- basic metals and fabricated metal products,0,458,0,227,0
2007,Ireland,Industry- chemicals and man-made fibres,0,209,0,44,0
2007,Ireland,Industry- construction,0,111,0,83,0
2007,Ireland,Industry- electrical and optical equipment,0,221,0,30,0
2007,Ireland,Industry- food and beverages,16,419,0,110,59
2007,Ireland,Industry- machinery and equipment n.e.c,0,26,0,4,0
2007,Ireland,Industry- non energy mining,0,97,0,38,0
2007,Ireland,Industry- other manufacturing,18,73,0,6,0
2007,Ireland,Industry- other non-metallic mineral products,152,520,0,265,0
2007,Ireland,"Industry- pulp, paper, publishing and printing",0,17,0,1,0
2007,Ireland,Industry- rubber and plastic products,0,42,0,6,0
2007,Ireland,Industry- textiles and textile products,0,9,0,2,0
2007,Ireland,Industry- transport equipment manufacture,0,10,0,1,0
2007,Ireland,Industry- wood and wood products,0,129,0,5,94
2007,Ireland,Mar. bunkers,0,114,0,114,0
2007,Ireland,Non-energy consumption,0,108,0,108,0
2007,Ireland,Own use and distribution losses,0,520,16,130,0
2007,Ireland,Primary energy requirement excluding non energy,1599,16184,750,8977,488
2007,Ireland,Primary energy supply including non energy,1599,16292,750,9085,488
2007,Ireland,Public services,0,502,0,110,4
2007,Ireland,Public services- Education,0,0,0,0,0
2007,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,0,0,0,0
2007,Ireland,Public services- Public Administration,0,0,0,0,0
2007,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,0,0,0,0
2007,Ireland,Residential,208,3265,271,1468,31
2007,Ireland,Statistical difference,23,0,0,0,0
2007,Ireland,Stock change,159,448,114,172,0
2007,Ireland,Sum of all commercial and public services,27,1468,0,269,13
2007,Ireland,Sum of all exchanges and transfers,15,10,0,0,0
2007,Ireland,Sum of all industry sub-sectors,186,2339,1,824,153
2007,Ireland,Sum of all transformation input,1172,8436,557,3864,44
2007,Ireland,Sum of all transformation output,0,5702,95,3364,0
2007,Ireland,Sum of all transport,0,5716,0,5689,22
2007,Ireland,Total final energy consumption,421,13132,272,8544,218
2007,Ireland,Transformation input- briquetting plants,0,100,100,0,0
2007,Ireland,Transformation input- combined heat and power plants,0,259,8,8,7
2007,Ireland,Transformation input- oil refineries and other energy sectors,0,3481,0,3466,0
2007,Ireland,Transformation input- public thermal power plants,1172,4549,449,390,36
2007,Ireland,Transformation input- pumped storage consumption,0,47,0,0,0
2007,Ireland,Transformation output- briquetting plants,0,95,95,0,0
2007,Ireland,Transformation output- combined heat and power plants- electricity,0,157,0,0,0
2007,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2007,Ireland,Transformation output- oil refineries,0,3364,0,3364,0
2007,Ireland,Transformation output- public thermal power plants,0,2056,0,0,0
2007,Ireland,Transformation output- pumped storage consumption,0,30,0,0,0
2007,Ireland,Transport - navigation,0,64,0,64,0
2007,Ireland,Transport- Sum of all aviation transport,0,1045,0,1045,0
2007,Ireland,Transport- domestic aviation,0,28,0,28,0
2007,Ireland,Transport- fuel tourism,0,521,0,518,3
2007,Ireland,Transport- international aviation,0,1017,0,1017,0
2007,Ireland,Transport- rail,0,47,0,43,0
2007,Ireland,Transport- road freight,0,1145,0,1138,7
2007,Ireland,Transport- road light goods vehicle,0,0,0,0,0
2007,Ireland,Transport- road private car,0,2085,0,2078,8
2007,Ireland,Transport- road public passenger services,0,168,0,167,1
2007,Ireland,Transport- sum of all road transport,0,3398,0,3382,16
2007,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,641,0,637,3
2008,Ireland,Agricultural,0,325,0,277,0
2008,Ireland,Available final energy consumption,431,13601,271,8750,247
2008,Ireland,Commercial services,27,1023,0,163,16
2008,Ireland,Commercial services- Accommodation and Food Services,0,0,0,0,0
2008,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,0,0,0,0
2008,Ireland,Commercial services- Information and Communication,0,0,0,0,0
2008,Ireland,Commercial services- Other Services Sectors,0,0,0,0,0
2008,Ireland,Commercial services- Transportation and Storage,0,0,0,0,0
